Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,WorkLifeBalance,,
47,No,Travel_Frequently,Sales,Below College,Medical,Male,Junior Level,Sales Representative,High,Single,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Female,Senior Level,Research Director,Very High,Single,No,Excellent,Better,,
29,No,Non-Travel,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Good,,
42,No,Travel_Rarely,Human Resources,Below College,Technical Degree,Male,Entry Level,Human Resources,High,Divorced,Yes,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,Medium,Married,No,Excellent,Better,,
48,No,Travel_Rarely,Sales,Below College,Medical,Female,Mid Level,Manager,High,Married,No,Outstanding,Bad,,
37,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Research Scientist,Low,Divorced,Yes,Excellent,Better,,
30,No,Non-Travel,Sales,College,Technical Degree,Female,Junior Level,Sales Executive,High,Married,Yes,Excellent,Best,,
26,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Master,Other,Male,Junior Level,Healthcare Representative,Very High,Single,No,Outstanding,Better,,
21,Yes,Travel_Frequently,Sales,Below College,Technical Degree,Female,Entry Level,Sales Representative,Medium,Single,Yes,Excellent,Better,,
36,No,Non-Travel,Sales,Doctor,Medical,Female,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
36,No,Travel_Frequently,Sales,Master,Medical,Male,Mid Level,Sales Executive,Very High,Married,No,Excellent,Better,,
57,No,Travel_Rarely,Research & Development,Master,Medical,Male,Junior Level,Healthcare Representative,High,Married,No,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Laboratory Technician,High,Married,Yes,Excellent,Better,,
21,No,Non-Travel,Sales,College,Medical,Male,Entry Level,Sales Representative,Very High,Single,No,Outstanding,Good,,
33,Yes,Travel_Rarely,Sales,Bachelor,Marketing,Female,Entry Level,Sales Representative,High,Single,Yes,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,Low,Married,No,Outstanding,Better,,
46,No,Non-Travel,Research & Development,Master,Medical,Female,Junior Level,Manufacturing Director,High,Married,No,Excellent,Best,,
41,Yes,Travel_Frequently,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Medium,Single,No,Excellent,Better,,
50,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Mid Level,Healthcare Representative,Very High,Single,No,Excellent,Better,,
40,Yes,Travel_Rarely,Sales,College,Marketing,Male,Junior Level,Sales Executive,High,Married,Yes,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,Medium,Single,Yes,Excellent,Better,,
21,Yes,Travel_Rarely,Sales,Bachelor,Life Sciences,Female,Entry Level,Sales Representative,Medium,Single,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Healthcare Representative,Medium,Single,No,Excellent,Better,,
27,No,Travel_Rarely,Research & Development,College,Medical,Male,Entry Level,Laboratory Technician,Medium,Divorced,No,Excellent,Better,,
28,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
49,No,Travel_Rarely,Research & Development,Bachelor,Other,Male,Mid Level,Healthcare Representative,High,Single,No,Outstanding,Better,,
51,No,Travel_Rarely,Sales,College,Life Sciences,Female,Junior Level,Sales Executive,Very High,Married,No,Excellent,Good,,
36,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,High,Married,No,Excellent,Better,,
34,Yes,Non-Travel,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Very High,Single,Yes,Excellent,Good,,
55,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Senior Level,Manager,Very High,Single,Yes,Excellent,Better,,
24,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,High,Divorced,Yes,Excellent,Best,,
30,No,Travel_Rarely,Sales,Below College,Technical Degree,Male,Entry Level,Sales Representative,Medium,Married,No,Excellent,Better,,
26,Yes,Travel_Frequently,Research & Development,Below College,Technical Degree,Male,Entry Level,Research Scientist,Low,Single,No,Outstanding,Better,,
22,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,Medium,Married,No,Excellent,Better,,
36,No,Travel_Rarely,Sales,College,Medical,Male,Mid Level,Sales Executive,High,Married,No,Excellent,Better,,
30,Yes,Travel_Frequently,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,Very High,Single,Yes,Outstanding,Better,,
37,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Divorced,No,Excellent,Good,,
40,No,Travel_Rarely,Sales,College,Marketing,Female,Junior Level,Sales Executive,Medium,Divorced,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Divorced,No,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Manufacturing Director,Medium,Single,Yes,Excellent,Good,,
43,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Senior Level,Research Director,Medium,Divorced,No,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Laboratory Technician,High,Married,No,Outstanding,Better,,
54,No,Travel_Rarely,Research & Development,College,Medical,Male,Executive Level,Research Director,Low,Married,No,Excellent,Good,,
34,No,Non-Travel,Sales,Master,Marketing,Female,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Manufacturing Director,Low,Married,No,Excellent,Bad,,
43,No,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Very High,Married,No,Outstanding,Better,,
43,No,Travel_Rarely,Research & Development,Master,Other,Female,Junior Level,Healthcare Representative,High,Divorced,Yes,Excellent,Better,,
25,No,Travel_Rarely,Sales,College,Life Sciences,Female,Junior Level,Sales Executive,Very High,Single,Yes,Excellent,Better,,
37,No,Non-Travel,Research & Development,Doctor,Medical,Female,Junior Level,Research Scientist,High,Married,Yes,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Better,,
39,No,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,Executive Level,Manager,High,Divorced,Yes,Excellent,Better,,
56,No,Travel_Frequently,Sales,Bachelor,Life Sciences,Female,Senior Level,Sales Executive,Low,Married,No,Excellent,Good,,
30,No,Travel_Rarely,Sales,Bachelor,Technical Degree,Female,Junior Level,Sales Executive,High,Single,No,Excellent,Better,,
41,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Mid Level,Sales Executive,Low,Married,No,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,College,Medical,Male,Junior Level,Laboratory Technician,Low,Divorced,No,Excellent,Better,,
25,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Better,,
52,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Mid Level,Manufacturing Director,High,Married,Yes,Excellent,Better,,
45,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,No,Outstanding,Good,,
52,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Senior Level,Manager,Very High,Married,No,Excellent,Bad,,
42,No,Travel_Frequently,Research & Development,College,Life Sciences,Female,Junior Level,Research Scientist,High,Divorced,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Manufacturing Director,Very High,Single,No,Outstanding,Better,,
60,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Executive Level,Manager,Low,Married,No,Excellent,Bad,,
46,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Manufacturing Director,High,Divorced,No,Excellent,Good,,
42,No,Travel_Frequently,Research & Development,Master,Technical Degree,Female,Junior Level,Healthcare Representative,Very High,Married,No,Excellent,Best,,
24,Yes,Travel_Rarely,Sales,Below College,Technical Degree,Female,Entry Level,Sales Representative,Medium,Single,Yes,Excellent,Better,,
34,Yes,Travel_Frequently,Sales,College,Marketing,Female,Entry Level,Sales Representative,High,Divorced,No,Excellent,Good,,
38,No,Travel_Frequently,Research & Development,College,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,Yes,Outstanding,Better,,
40,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Executive Level,Manager,High,Married,No,Excellent,Better,,
26,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Very High,Divorced,No,Outstanding,Bad,,
30,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Bad,,
29,No,Travel_Rarely,Research & Development,Master,Medical,Male,Mid Level,Research Director,High,Married,No,Excellent,Better,,
29,Yes,Travel_Rarely,Research & Development,Doctor,Technical Degree,Female,Entry Level,Research Scientist,Medium,Married,No,Excellent,Best,,
19,Yes,Travel_Rarely,Human Resources,College,Technical Degree,Male,Entry Level,Human Resources,Very High,Single,No,Excellent,Best,,
30,No,Non-Travel,Sales,Master,Other,Female,Mid Level,Sales Executive,Low,Married,No,Excellent,Better,,
57,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Senior Level,Manager,Very High,Divorced,No,Excellent,Good,,
50,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Senior Level,Manager,High,Married,No,Excellent,Better,,
30,No,Non-Travel,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,Very High,Single,No,Excellent,Good,,
60,No,Travel_Frequently,Sales,Bachelor,Marketing,Female,Mid Level,Sales Executive,Low,Married,No,Excellent,Best,,
47,No,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Manufacturing Director,Very High,Divorced,No,Excellent,Better,,
46,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Senior Level,Research Director,High,Married,No,Excellent,Bad,,
35,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
54,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Laboratory Technician,High,Single,No,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,High,Divorced,No,Excellent,Better,,
46,No,Travel_Rarely,Sales,Bachelor,Marketing,Female,Mid Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Mid Level,Manufacturing Director,Medium,Divorced,No,Outstanding,Best,,
33,Yes,Travel_Rarely,Research & Development,Below College,Medical,Male,Mid Level,Manager,High,Married,Yes,Excellent,Best,,
33,Yes,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,Very High,Divorced,No,Excellent,Better,,
30,No,Travel_Rarely,Sales,Below College,Marketing,Male,Entry Level,Sales Representative,Medium,Single,No,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Healthcare Representative,High,Married,Yes,Excellent,Better,,
31,Yes,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Healthcare Representative,High,Married,No,Excellent,Better,,
34,Yes,Travel_Frequently,Human Resources,Bachelor,Human Resources,Female,Mid Level,Human Resources,Low,Divorced,Yes,Excellent,Better,,
42,No,Travel_Frequently,Research & Development,College,Other,Male,Entry Level,Laboratory Technician,High,Married,No,Excellent,Better,,
36,No,Non-Travel,Sales,Master,Medical,Male,Mid Level,Sales Executive,Very High,Single,No,Excellent,Good,,
22,Yes,Travel_Frequently,Research & Development,Below College,Technical Degree,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
48,No,Travel_Rarely,Sales,Doctor,Marketing,Female,Junior Level,Sales Executive,Very High,Married,No,Excellent,Better,,
55,No,Travel_Rarely,Sales,Doctor,Life Sciences,Female,Senior Level,Manager,Medium,Single,No,Outstanding,Better,,
41,No,Non-Travel,Sales,College,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
35,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Senior Level,Manufacturing Director,High,Single,No,Excellent,Better,,
39,No,Travel_Frequently,Research & Development,Below College,Life Sciences,Female,Entry Level,Laboratory Technician,High,Married,No,Excellent,Better,,
31,No,Travel_Rarely,Sales,Below College,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,Yes,Excellent,Best,,
42,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Mid Level,Manufacturing Director,Low,Married,Yes,Outstanding,Good,,
45,No,Travel_Rarely,Sales,Bachelor,Other,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Best,,
26,Yes,Travel_Frequently,Human Resources,Master,Life Sciences,Female,Entry Level,Human Resources,High,Divorced,Yes,Excellent,Good,,
29,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Junior Level,Manufacturing Director,Very High,Divorced,No,Excellent,Best,,
33,No,Travel_Rarely,Research & Development,Doctor,Medical,Female,Senior Level,Research Director,High,Divorced,No,Excellent,Better,,
31,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Mid Level,Manager,Very High,Divorced,No,Outstanding,Good,,
18,Yes,Travel_Frequently,Sales,Bachelor,Marketing,Male,Entry Level,Sales Representative,Medium,Single,Yes,Excellent,Better,,
40,No,Non-Travel,Sales,Bachelor,Other,Male,Mid Level,Sales Executive,Low,Divorced,No,Excellent,Better,,
41,No,Non-Travel,Research & Development,Master,Other,Female,Junior Level,Healthcare Representative,High,Single,Yes,Excellent,Better,,
26,No,Travel_Rarely,Sales,College,Medical,Male,Junior Level,Sales Executive,High,Divorced,No,Excellent,Better,,
35,No,Travel_Rarely,Sales,Bachelor,Medical,Female,Junior Level,Sales Executive,High,Single,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
26,Yes,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Laboratory Technician,Very High,Single,Yes,Excellent,Bad,,
37,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Mid Level,Manufacturing Director,Very High,Single,No,Excellent,Best,,
46,No,Travel_Frequently,Research & Development,Below College,Medical,Female,Mid Level,Healthcare Representative,High,Married,No,Excellent,Good,,
41,No,Travel_Rarely,Sales,Doctor,Life Sciences,Female,Senior Level,Manager,Low,Married,No,Excellent,Better,,
37,No,Non-Travel,Sales,Master,Medical,Male,Mid Level,Sales Executive,Medium,Divorced,No,Excellent,Better,,
52,No,Travel_Rarely,Research & Development,College,Technical Degree,Male,Junior Level,Research Scientist,Low,Divorced,Yes,Excellent,Better,,
32,Yes,Non-Travel,Sales,Master,Other,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
24,No,Travel_Frequently,Sales,Bachelor,Medical,Male,Entry Level,Sales Representative,Very High,Married,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Healthcare Representative,High,Married,No,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Manufacturing Director,Medium,Married,No,Excellent,Good,,
49,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Executive Level,Research Director,High,Divorced,Yes,Excellent,Better,,
24,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Better,,
26,No,Travel_Rarely,Sales,College,Marketing,Male,Junior Level,Sales Executive,Medium,Married,No,Outstanding,Best,,
24,No,Travel_Rarely,Research & Development,College,Other,Male,Entry Level,Laboratory Technician,Medium,Married,No,Outstanding,Better,,
50,No,Travel_Frequently,Human Resources,Bachelor,Medical,Male,Executive Level,Manager,Medium,Married,No,Excellent,Better,,
25,No,Travel_Rarely,Sales,Below College,Medical,Male,Entry Level,Sales Representative,High,Married,No,Excellent,Better,,
24,Yes,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,High,Married,Yes,Excellent,Better,,
30,Yes,Travel_Frequently,Sales,Master,Life Sciences,Male,Entry Level,Sales Representative,Low,Married,No,Excellent,Best,,
34,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Better,,
31,Yes,Travel_Rarely,Sales,Master,Medical,Male,Junior Level,Sales Executive,Low,Divorced,No,Excellent,Bad,,
35,No,Travel_Rarely,Research & Development,College,Other,Male,Junior Level,Laboratory Technician,Very High,Single,No,Excellent,Better,,
31,No,Travel_Rarely,Sales,Master,Medical,Male,Junior Level,Sales Executive,Very High,Divorced,No,Outstanding,Best,,
27,No,Travel_Rarely,Research & Development,Master,Medical,Female,Entry Level,Research Scientist,High,Divorced,No,Excellent,Good,,
37,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,High,Married,Yes,Excellent,Good,,
20,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Medium,Single,No,Excellent,Best,,
42,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Healthcare Representative,Very High,Married,No,Excellent,Better,,
43,No,Travel_Rarely,Research & Development,Master,Other,Male,Senior Level,Research Director,Very High,Divorced,Yes,Excellent,Good,,
38,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Entry Level,Research Scientist,Low,Single,No,Excellent,Good,,
43,No,Travel_Frequently,Research & Development,Doctor,Medical,Male,Junior Level,Laboratory Technician,High,Divorced,Yes,Excellent,Better,,
48,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Senior Level,Manager,Low,Married,No,Excellent,Bad,,
44,No,Travel_Rarely,Human Resources,Master,Life Sciences,Female,Junior Level,Human Resources,High,Single,No,Excellent,Best,,
34,No,Travel_Rarely,Sales,Bachelor,Technical Degree,Female,Entry Level,Sales Representative,High,Divorced,Yes,Excellent,Better,,
27,Yes,Travel_Rarely,Sales,Below College,Marketing,Male,Entry Level,Sales Representative,Low,Divorced,No,Excellent,Better,,
21,No,Travel_Rarely,Sales,Below College,Technical Degree,Male,Entry Level,Sales Representative,High,Single,No,Excellent,Better,,
44,No,Travel_Rarely,Research & Development,Master,Other,Male,Executive Level,Manager,Very High,Married,Yes,Excellent,Best,,
22,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Research Scientist,High,Married,No,Outstanding,Better,,
33,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,High,Divorced,No,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Research Scientist,Very High,Married,Yes,Excellent,Good,,
30,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,High,Divorced,No,Outstanding,Better,,
53,No,Travel_Rarely,Sales,Below College,Medical,Female,Junior Level,Sales Executive,Low,Single,No,Outstanding,Best,,
34,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Good,,
45,Yes,Travel_Frequently,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
26,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Very High,Married,Yes,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Bachelor,Other,Male,Mid Level,Manufacturing Director,High,Married,No,Excellent,Better,,
29,No,Travel_Rarely,Sales,College,Medical,Female,Junior Level,Sales Executive,High,Married,No,Excellent,Good,,
35,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Research Scientist,Very High,Single,No,Excellent,Better,,
33,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Healthcare Representative,Very High,Divorced,No,Outstanding,Bad,,
54,No,Travel_Rarely,Human Resources,Master,Medical,Male,Mid Level,Human Resources,Medium,Married,No,Excellent,Best,,
36,No,Travel_Rarely,Research & Development,College,Medical,Male,Junior Level,Manufacturing Director,Medium,Divorced,Yes,Excellent,Better,,
27,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
20,Yes,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Research Scientist,High,Single,Yes,Excellent,Better,,
33,Yes,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Low,Single,Yes,Excellent,Better,,
35,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Married,No,Excellent,Better,,
23,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Low,Married,No,Excellent,Best,,
25,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,Medium,Married,No,Outstanding,Better,,
38,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Very High,Single,No,Outstanding,Better,,
29,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,Very High,Divorced,No,Excellent,Better,,
48,No,Travel_Rarely,Sales,Below College,Marketing,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
27,No,Travel_Frequently,Sales,Below College,Medical,Female,Junior Level,Sales Executive,Very High,Divorced,Yes,Outstanding,Better,,
37,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
50,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,High,Married,Yes,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Mid Level,Healthcare Representative,Medium,Single,No,Excellent,Best,,
24,Yes,Travel_Rarely,Sales,College,Life Sciences,Female,Junior Level,Sales Executive,High,Single,No,Excellent,Better,,
39,No,Travel_Rarely,Research & Development,Master,Technical Degree,Female,Junior Level,Healthcare Representative,High,Single,No,Excellent,Better,,
32,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Good,,
50,Yes,Travel_Frequently,Sales,College,Technical Degree,Male,Junior Level,Sales Executive,High,Married,Yes,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Healthcare Representative,Very High,Single,No,Excellent,Good,,
27,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Mid Level,Manufacturing Director,Low,Married,No,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Mid Level,Research Director,Very High,Single,No,Excellent,Better,,
47,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Better,,
40,No,Travel_Frequently,Sales,Master,Life Sciences,Male,Mid Level,Sales Executive,Low,Married,Yes,Outstanding,Better,,
53,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Senior Level,Research Director,High,Married,No,Excellent,Better,,
41,No,Travel_Rarely,Human Resources,Master,Human Resources,Male,Executive Level,Manager,Very High,Divorced,No,Excellent,Good,,
60,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Better,,
27,No,Travel_Frequently,Research & Development,College,Life Sciences,Male,Mid Level,Manufacturing Director,Low,Divorced,No,Outstanding,Good,,
41,No,Travel_Rarely,Human Resources,Bachelor,Human Resources,Male,Executive Level,Manager,High,Married,No,Excellent,Better,,
50,No,Travel_Rarely,Sales,Master,Marketing,Male,Entry Level,Sales Representative,Medium,Married,No,Excellent,Better,,
28,Yes,Travel_Rarely,Research & Development,College,Life Sciences,Female,Entry Level,Research Scientist,Medium,Single,Yes,Excellent,Better,,
36,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Research Director,Low,Married,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Manufacturing Director,High,Single,Yes,Excellent,Best,,
44,No,Non-Travel,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
47,No,Travel_Frequently,Sales,Bachelor,Medical,Female,Senior Level,Sales Executive,High,Divorced,Yes,Excellent,Good,,
30,No,Travel_Rarely,Sales,Doctor,Marketing,Male,Junior Level,Sales Executive,Very High,Divorced,No,Outstanding,Good,,
29,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Entry Level,Sales Representative,High,Single,No,Excellent,Better,,
42,Yes,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,High,Divorced,Yes,Excellent,Better,,
43,No,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Healthcare Representative,High,Single,No,Excellent,Better,,
23,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Best,,
39,No,Travel_Rarely,Human Resources,Bachelor,Human Resources,Female,Junior Level,Human Resources,Medium,Married,No,Excellent,Bad,,
56,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Senior Level,Healthcare Representative,Very High,Married,No,Excellent,Good,,
40,No,Travel_Rarely,Research & Development,Below College,Medical,Female,Entry Level,Research Scientist,Very High,Single,Yes,Outstanding,Good,,
27,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Healthcare Representative,Low,Single,No,Excellent,Bad,,
29,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Entry Level,Sales Representative,Medium,Divorced,No,Excellent,Better,,
53,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Laboratory Technician,Very High,Single,No,Excellent,Better,,
35,No,Non-Travel,Research & Development,Master,Life Sciences,Female,Junior Level,Healthcare Representative,Low,Divorced,No,Excellent,Best,,
32,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Junior Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,Doctor,Medical,Male,Entry Level,Research Scientist,High,Married,Yes,Excellent,Bad,,
34,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Female,Junior Level,Manufacturing Director,Low,Divorced,No,Excellent,Better,,
52,No,Travel_Rarely,Sales,Master,Marketing,Male,Senior Level,Manager,Low,Married,No,Excellent,Best,,
33,Yes,Travel_Rarely,Research & Development,Master,Other,Male,Entry Level,Research Scientist,Very High,Single,Yes,Excellent,Good,,
25,No,Travel_Rarely,Sales,Below College,Medical,Female,Junior Level,Sales Executive,Very High,Single,No,Outstanding,Good,,
45,No,Travel_Rarely,Sales,College,Technical Degree,Male,Junior Level,Sales Representative,High,Single,No,Excellent,Better,,
